Frequency(Hz),Transmission Loss(dB),Phase(deg),Rs,SWR,Xs,|Z|,Theta
84948860,-82.58,149.54,0.0,0.00,0.0,0.0,0.0
84999880,-90.00,180.00,0.0,0.00,0.0,0.0,0.0
85050900,-90.00,180.00,0.0,0.00,0.0,0.0,0.0
85101920,-90.00,180.00,0.0,0.00,0.0,0.0,0.0
85152940,-90.00,180.00,0.0,0.00,0.0,0.0,0.0
85203960,-90.00,180.00,0.0,0.00,0.0,0.0,0.0
85254980,-82.58,-30.46,0.0,0.00,0.0,0.0,0.0
85306000,-90.00,180.00,0.0,0.00,0.0,0.0,0.0
85357020,-82.58,-30.46,0.0,0.00,0.0,0.0,0.0
85408040,-90.00,180.00,0.0,0.00,0.0,0.0,0.0
85459060,-90.00,180.00,0.0,0.00,0.0,0.0,0.0
85510080,-90.00,180.00,0.0,0.00,0.0,0.0,0.0
85561100,-90.00,180.00,0.0,0.00,0.0,0.0,0.0
85612120,-90.00,180.00,0.0,0.00,0.0,0.0,0.0
85663140,-82.58,-120.46,0.0,0.00,0.0,0.0,0.0
85714160,-82.58,59.54,0.0,0.00,0.0,0.0,0.0
85765180,-82.58,-120.46,0.0,0.00,0.0,0.0,0.0
85816200,-90.00,180.00,0.0,0.00,0.0,0.0,0.0
85867220,-90.00,180.00,0.0,0.00,0.0,0.0,0.0
85918240,-90.00,180.00,0.0,0.00,0.0,0.0,0.0
85969260,-90.00,180.00,0.0,0.00,0.0,0.0,0.0
86020280,-90.00,180.00,0.0,0.00,0.0,0.0,0.0
86071300,-76.51,62.89,0.0,0.00,0.0,0.0,0.0
86122320,-82.53,62.89,0.0,0.00,0.0,0.0,0.0
86173340,-82.53,62.89,0.0,0.00,0.0,0.0,0.0
86224360,-82.53,62.89,0.0,0.00,0.0,0.0,0.0
86275380,-82.53,62.89,0.0,0.00,0.0,0.0,0.0
86326400,-82.53,62.89,0.0,0.00,0.0,0.0,0.0
86377420,-90.00,180.00,0.0,0.00,0.0,0.0,0.0
86428440,-79.52,107.89,0.0,0.00,0.0,0.0,0.0
86479460,-79.52,107.89,0.0,0.00,0.0,0.0,0.0
86530480,-82.53,62.89,0.0,0.00,0.0,0.0,0.0
86581500,-82.53,62.89,0.0,0.00,0.0,0.0,0.0
86632520,-82.53,62.89,0.0,0.00,0.0,0.0,0.0
86683540,-82.53,62.89,0.0,0.00,0.0,0.0,0.0
86734560,-82.53,62.89,0.0,0.00,0.0,0.0,0.0
86785580,-82.53,62.89,0.0,0.00,0.0,0.0,0.0
86836600,-76.51,62.89,0.0,0.00,0.0,0.0,0.0
86887620,-82.53,62.89,0.0,0.00,0.0,0.0,0.0
86938640,-82.53,62.89,0.0,0.00,0.0,0.0,0.0
86989660,-90.00,180.00,0.0,0.00,0.0,0.0,0.0
87040680,-82.53,62.89,0.0,0.00,0.0,0.0,0.0
87091700,-82.53,62.89,0.0,0.00,0.0,0.0,0.0
87142720,-75.54,89.46,0.0,0.00,0.0,0.0,0.0
87193740,-76.51,62.89,0.0,0.00,0.0,0.0,0.0
87244760,-76.51,62.89,0.0,0.00,0.0,0.0,0.0
87295780,-82.53,62.89,0.0,0.00,0.0,0.0,0.0
87346800,-76.51,62.89,0.0,0.00,0.0,0.0,0.0
87397820,-82.53,62.89,0.0,0.00,0.0,0.0,0.0
87448840,-90.00,180.00,0.0,0.00,0.0,0.0,0.0
87499860,-82.53,62.89,0.0,0.00,0.0,0.0,0.0
87550880,-76.51,62.89,0.0,0.00,0.0,0.0,0.0
87601900,-82.53,62.89,0.0,0.00,0.0,0.0,0.0
87652920,-76.51,62.89,0.0,0.00,0.0,0.0,0.0
87703940,-90.00,180.00,0.0,0.00,0.0,0.0,0.0
87754960,-76.51,62.89,0.0,0.00,0.0,0.0,0.0
87805980,-82.53,62.89,0.0,0.00,0.0,0.0,0.0
87857000,-82.53,62.89,0.0,0.00,0.0,0.0,0.0
87908020,-76.51,62.89,0.0,0.00,0.0,0.0,0.0
87959040,-76.51,62.89,0.0,0.00,0.0,0.0,0.0
88010060,-82.53,62.89,0.0,0.00,0.0,0.0,0.0
88061080,-90.00,180.00,0.0,0.00,0.0,0.0,0.0
88112100,-90.00,180.00,0.0,0.00,0.0,0.0,0.0
88163120,-82.47,66.23,0.0,0.00,0.0,0.0,0.0
88214140,-82.47,-113.77,0.0,0.00,0.0,0.0,0.0
88265160,-90.00,180.00,0.0,0.00,0.0,0.0,0.0
88316180,-90.00,180.00,0.0,0.00,0.0,0.0,0.0
88367200,-82.47,66.23,0.0,0.00,0.0,0.0,0.0
88418220,-90.00,180.00,0.0,0.00,0.0,0.0,0.0
88469240,-90.00,180.00,0.0,0.00,0.0,0.0,0.0
88520260,-90.00,180.00,0.0,0.00,0.0,0.0,0.0
88571280,-90.00,180.00,0.0,0.00,0.0,0.0,0.0
88622300,-90.00,180.00,0.0,0.00,0.0,0.0,0.0
88673320,-90.00,180.00,0.0,0.00,0.0,0.0,0.0
88724340,-82.47,-113.77,0.0,0.00,0.0,0.0,0.0
88775360,-90.00,180.00,0.0,0.00,0.0,0.0,0.0
88826380,-90.00,180.00,0.0,0.00,0.0,0.0,0.0
88877400,-82.47,66.23,0.0,0.00,0.0,0.0,0.0
88928420,-90.00,180.00,0.0,0.00,0.0,0.0,0.0
88979440,-90.00,180.00,0.0,0.00,0.0,0.0,0.0
89030460,-90.00,180.00,0.0,0.00,0.0,0.0,0.0
89081480,-90.00,180.00,0.0,0.00,0.0,0.0,0.0
89132500,-90.00,180.00,0.0,0.00,0.0,0.0,0.0
89183520,-82.47,-113.77,0.0,0.00,0.0,0.0,0.0
89234540,-90.00,180.00,0.0,0.00,0.0,0.0,0.0
89285560,-90.00,180.00,0.0,0.00,0.0,0.0,0.0
89336580,-90.00,180.00,0.0,0.00,0.0,0.0,0.0
89387600,-82.47,66.23,0.0,0.00,0.0,0.0,0.0
89438620,-90.00,180.00,0.0,0.00,0.0,0.0,0.0
89489640,-90.00,180.00,0.0,0.00,0.0,0.0,0.0
89540660,-82.47,156.23,0.0,0.00,0.0,0.0,0.0
89591680,-82.47,156.23,0.0,0.00,0.0,0.0,0.0
89642700,-82.47,66.23,0.0,0.00,0.0,0.0,0.0
89693720,-90.00,180.00,0.0,0.00,0.0,0.0,0.0
89744740,-90.00,180.00,0.0,0.00,0.0,0.0,0.0
89795760,-90.00,180.00,0.0,0.00,0.0,0.0,0.0
89846780,-82.47,156.23,0.0,0.00,0.0,0.0,0.0
89897800,-90.00,180.00,0.0,0.00,0.0,0.0,0.0
89948820,-90.00,180.00,0.0,0.00,0.0,0.0,0.0
89999840,-90.00,180.00,0.0,0.00,0.0,0.0,0.0
90050860,-90.00,180.00,0.0,0.00,0.0,0.0,0.0
90101880,-90.00,180.00,0.0,0.00,0.0,0.0,0.0
90152900,-90.00,180.00,0.0,0.00,0.0,0.0,0.0
90203920,-90.00,180.00,0.0,0.00,0.0,0.0,0.0
90254940,-82.40,69.56,0.0,0.00,0.0,0.0,0.0
90305960,-90.00,180.00,0.0,0.00,0.0,0.0,0.0
90356980,-82.40,-20.44,0.0,0.00,0.0,0.0,0.0
90408000,-82.40,69.56,0.0,0.00,0.0,0.0,0.0
90459020,-90.00,180.00,0.0,0.00,0.0,0.0,0.0
90510040,-90.00,180.00,0.0,0.00,0.0,0.0,0.0
90561060,-90.00,180.00,0.0,0.00,0.0,0.0,0.0
90612080,-90.00,180.00,0.0,0.00,0.0,0.0,0.0
90663100,-90.00,180.00,0.0,0.00,0.0,0.0,0.0
90714120,-90.00,180.00,0.0,0.00,0.0,0.0,0.0
90765140,-79.39,114.56,0.0,0.00,0.0,0.0,0.0
90816160,-82.40,69.56,0.0,0.00,0.0,0.0,0.0
90867180,-82.40,-20.44,0.0,0.00,0.0,0.0,0.0
90918200,-90.00,180.00,0.0,0.00,0.0,0.0,0.0
90969220,-90.00,180.00,0.0,0.00,0.0,0.0,0.0
91020240,-90.00,180.00,0.0,0.00,0.0,0.0,0.0
91071260,-90.00,180.00,0.0,0.00,0.0,0.0,0.0
91122280,-90.00,180.00,0.0,0.00,0.0,0.0,0.0
91173300,-90.00,180.00,0.0,0.00,0.0,0.0,0.0
91224320,-90.00,180.00,0.0,0.00,0.0,0.0,0.0
91275340,-82.40,69.56,0.0,0.00,0.0,0.0,0.0
91326360,-90.00,180.00,0.0,0.00,0.0,0.0,0.0
91377380,-82.40,-110.44,0.0,0.00,0.0,0.0,0.0
91428400,-90.00,180.00,0.0,0.00,0.0,0.0,0.0
91479420,-82.40,-110.44,0.0,0.00,0.0,0.0,0.0
91530440,-90.00,180.00,0.0,0.00,0.0,0.0,0.0
91581460,-90.00,180.00,0.0,0.00,0.0,0.0,0.0
91632480,-82.40,-110.44,0.0,0.00,0.0,0.0,0.0
91683500,-82.40,-110.44,0.0,0.00,0.0,0.0,0.0
91734520,-90.00,180.00,0.0,0.00,0.0,0.0,0.0
91785540,-90.00,180.00,0.0,0.00,0.0,0.0,0.0
91836560,-90.00,180.00,0.0,0.00,0.0,0.0,0.0
91887580,-90.00,180.00,0.0,0.00,0.0,0.0,0.0
91938600,-82.40,-20.44,0.0,0.00,0.0,0.0,0.0
91989620,-90.00,180.00,0.0,0.00,0.0,0.0,0.0
92040640,-90.00,180.00,0.0,0.00,0.0,0.0,0.0
92091660,-82.34,162.91,0.0,0.00,0.0,0.0,0.0
92142680,-90.00,180.00,0.0,0.00,0.0,0.0,0.0
92193700,-90.00,180.00,0.0,0.00,0.0,0.0,0.0
92244720,-82.34,-107.09,0.0,0.00,0.0,0.0,0.0
92295740,-90.00,180.00,0.0,0.00,0.0,0.0,0.0
92346760,-90.00,180.00,0.0,0.00,0.0,0.0,0.0
92397780,-90.00,180.00,0.0,0.00,0.0,0.0,0.0
92448800,-90.00,180.00,0.0,0.00,0.0,0.0,0.0
92499820,-90.00,180.00,0.0,0.00,0.0,0.0,0.0
92550840,-90.00,180.00,0.0,0.00,0.0,0.0,0.0
92601860,-82.34,-107.09,0.0,0.00,0.0,0.0,0.0
92652880,-82.34,-107.09,0.0,0.00,0.0,0.0,0.0
92703900,-90.00,180.00,0.0,0.00,0.0,0.0,0.0
92754920,-82.34,72.91,0.0,0.00,0.0,0.0,0.0
92805940,-90.00,180.00,0.0,0.00,0.0,0.0,0.0
92856960,-82.34,-107.09,0.0,0.00,0.0,0.0,0.0
92907980,-90.00,180.00,0.0,0.00,0.0,0.0,0.0
92959000,-82.34,-17.09,0.0,0.00,0.0,0.0,0.0
93010020,-90.00,180.00,0.0,0.00,0.0,0.0,0.0
93061040,-90.00,180.00,0.0,0.00,0.0,0.0,0.0
93112060,-90.00,180.00,0.0,0.00,0.0,0.0,0.0
93163080,-82.34,-107.09,0.0,0.00,0.0,0.0,0.0
93214100,-90.00,180.00,0.0,0.00,0.0,0.0,0.0
93265120,-82.34,-107.09,0.0,0.00,0.0,0.0,0.0
93316140,-82.34,72.91,0.0,0.00,0.0,0.0,0.0
93367160,-90.00,180.00,0.0,0.00,0.0,0.0,0.0
93418180,-90.00,180.00,0.0,0.00,0.0,0.0,0.0
93469200,-90.00,180.00,0.0,0.00,0.0,0.0,0.0
93520220,-82.34,-107.09,0.0,0.00,0.0,0.0,0.0
93571240,-90.00,180.00,0.0,0.00,0.0,0.0,0.0
93622260,-90.00,180.00,0.0,0.00,0.0,0.0,0.0
93673280,-90.00,180.00,0.0,0.00,0.0,0.0,0.0
93724300,-90.00,180.00,0.0,0.00,0.0,0.0,0.0
93775320,-82.34,72.91,0.0,0.00,0.0,0.0,0.0
93826340,-90.00,180.00,0.0,0.00,0.0,0.0,0.0
93877360,-90.00,180.00,0.0,0.00,0.0,0.0,0.0
93928380,-82.34,-107.09,0.0,0.00,0.0,0.0,0.0
93979400,-90.00,180.00,0.0,0.00,0.0,0.0,0.0
94030420,-82.34,-107.09,0.0,0.00,0.0,0.0,0.0
94081440,-90.00,180.00,0.0,0.00,0.0,0.0,0.0
94132460,-90.00,180.00,0.0,0.00,0.0,0.0,0.0
94183480,-90.00,180.00,0.0,0.00,0.0,0.0,0.0
94234500,-90.00,180.00,0.0,0.00,0.0,0.0,0.0
94285520,-90.00,180.00,0.0,0.00,0.0,0.0,0.0
94336540,-90.00,180.00,0.0,0.00,0.0,0.0,0.0
94387560,-90.00,180.00,0.0,0.00,0.0,0.0,0.0
94438580,-82.27,166.26,0.0,0.00,0.0,0.0,0.0
94489600,-82.27,166.26,0.0,0.00,0.0,0.0,0.0
94540620,-90.00,180.00,0.0,0.00,0.0,0.0,0.0
94591640,-90.00,180.00,0.0,0.00,0.0,0.0,0.0
94642660,-82.27,-103.74,0.0,0.00,0.0,0.0,0.0
94693680,-90.00,180.00,0.0,0.00,0.0,0.0,0.0
94744700,-90.00,180.00,0.0,0.00,0.0,0.0,0.0
94795720,-90.00,180.00,0.0,0.00,0.0,0.0,0.0
94846740,-90.00,180.00,0.0,0.00,0.0,0.0,0.0
94897760,-90.00,180.00,0.0,0.00,0.0,0.0,0.0
94948780,-90.00,180.00,0.0,0.00,0.0,0.0,0.0
94999800,-90.00,180.00,0.0,0.00,0.0,0.0,0.0
95050820,-82.27,-103.74,0.0,0.00,0.0,0.0,0.0
95101840,-82.27,-103.74,0.0,0.00,0.0,0.0,0.0
95152860,-82.27,-103.74,0.0,0.00,0.0,0.0,0.0
95203880,-82.27,166.26,0.0,0.00,0.0,0.0,0.0
95254900,-90.00,180.00,0.0,0.00,0.0,0.0,0.0
95305920,-79.26,121.26,0.0,0.00,0.0,0.0,0.0
95356940,-90.00,180.00,0.0,0.00,0.0,0.0,0.0
95407960,-90.00,180.00,0.0,0.00,0.0,0.0,0.0
95458980,-90.00,180.00,0.0,0.00,0.0,0.0,0.0
95510000,-90.00,180.00,0.0,0.00,0.0,0.0,0.0
95561020,-82.27,76.26,0.0,0.00,0.0,0.0,0.0
95612040,-90.00,180.00,0.0,0.00,0.0,0.0,0.0
95663060,-90.00,180.00,0.0,0.00,0.0,0.0,0.0
95714080,-90.00,180.00,0.0,0.00,0.0,0.0,0.0
95765100,-90.00,180.00,0.0,0.00,0.0,0.0,0.0
95816120,-90.00,180.00,0.0,0.00,0.0,0.0,0.0
95867140,-90.00,180.00,0.0,0.00,0.0,0.0,0.0
95918160,-90.00,180.00,0.0,0.00,0.0,0.0,0.0
95969180,-82.27,166.26,0.0,0.00,0.0,0.0,0.0
96020200,-82.27,76.26,0.0,0.00,0.0,0.0,0.0
96071220,-90.00,180.00,0.0,0.00,0.0,0.0,0.0
96122240,-82.20,169.60,0.0,0.00,0.0,0.0,0.0
96173260,-90.00,180.00,0.0,0.00,0.0,0.0,0.0
96224280,-82.20,-100.40,0.0,0.00,0.0,0.0,0.0
96275300,-90.00,180.00,0.0,0.00,0.0,0.0,0.0
96326320,-90.00,180.00,0.0,0.00,0.0,0.0,0.0
96377340,-82.20,-100.40,0.0,0.00,0.0,0.0,0.0
96428360,-82.20,-100.40,0.0,0.00,0.0,0.0,0.0
96479380,-82.20,169.60,0.0,0.00,0.0,0.0,0.0
96530400,-82.20,-100.40,0.0,0.00,0.0,0.0,0.0
96581420,-90.00,180.00,0.0,0.00,0.0,0.0,0.0
96632440,-90.00,180.00,0.0,0.00,0.0,0.0,0.0
96683460,-90.00,180.00,0.0,0.00,0.0,0.0,0.0
96734480,-90.00,180.00,0.0,0.00,0.0,0.0,0.0
96785500,-90.00,180.00,0.0,0.00,0.0,0.0,0.0
96836520,-82.20,169.60,0.0,0.00,0.0,0.0,0.0
96887540,-90.00,180.00,0.0,0.00,0.0,0.0,0.0
96938560,-90.00,180.00,0.0,0.00,0.0,0.0,0.0
96989580,-90.00,180.00,0.0,0.00,0.0,0.0,0.0
97040600,-79.19,-145.40,0.0,0.00,0.0,0.0,0.0
97091620,-90.00,180.00,0.0,0.00,0.0,0.0,0.0
97142640,-90.00,180.00,0.0,0.00,0.0,0.0,0.0
97193660,-90.00,180.00,0.0,0.00,0.0,0.0,0.0
97244680,-90.00,180.00,0.0,0.00,0.0,0.0,0.0
97295700,-90.00,180.00,0.0,0.00,0.0,0.0,0.0
97346720,-90.00,180.00,0.0,0.00,0.0,0.0,0.0
97397740,-82.20,169.60,0.0,0.00,0.0,0.0,0.0
97448760,-90.00,180.00,0.0,0.00,0.0,0.0,0.0
97499780,-90.00,180.00,0.0,0.00,0.0,0.0,0.0
97550800,-90.00,180.00,0.0,0.00,0.0,0.0,0.0
97601820,-90.00,180.00,0.0,0.00,0.0,0.0,0.0
97652840,-90.00,180.00,0.0,0.00,0.0,0.0,0.0
97703860,-90.00,180.00,0.0,0.00,0.0,0.0,0.0
97754880,-90.00,180.00,0.0,0.00,0.0,0.0,0.0
97805900,-82.20,79.60,0.0,0.00,0.0,0.0,0.0
97856920,-90.00,180.00,0.0,0.00,0.0,0.0,0.0
97907940,-79.19,-145.40,0.0,0.00,0.0,0.0,0.0
97958960,-82.20,169.60,0.0,0.00,0.0,0.0,0.0
98009980,-82.20,79.60,0.0,0.00,0.0,0.0,0.0
98061000,-90.00,180.00,0.0,0.00,0.0,0.0,0.0
98112020,-82.13,82.95,0.0,0.00,0.0,0.0,0.0
98163040,-75.14,109.51,0.0,0.00,0.0,0.0,0.0
98214060,-82.13,82.95,0.0,0.00,0.0,0.0,0.0
98265080,-90.00,180.00,0.0,0.00,0.0,0.0,0.0
98316100,-82.13,82.95,0.0,0.00,0.0,0.0,0.0
98367120,-82.13,82.95,0.0,0.00,0.0,0.0,0.0
98418140,-82.13,82.95,0.0,0.00,0.0,0.0,0.0
98469160,-82.13,82.95,0.0,0.00,0.0,0.0,0.0
98520180,-82.13,82.95,0.0,0.00,0.0,0.0,0.0
98571200,-82.13,82.95,0.0,0.00,0.0,0.0,0.0
98622220,-82.13,82.95,0.0,0.00,0.0,0.0,0.0
98673240,-82.13,82.95,0.0,0.00,0.0,0.0,0.0
98724260,-90.00,180.00,0.0,0.00,0.0,0.0,0.0
98775280,-82.13,82.95,0.0,0.00,0.0,0.0,0.0
98826300,-82.13,82.95,0.0,0.00,0.0,0.0,0.0
98877320,-79.12,127.95,0.0,0.00,0.0,0.0,0.0
98928340,-76.11,82.95,0.0,0.00,0.0,0.0,0.0
98979360,-79.12,127.95,0.0,0.00,0.0,0.0,0.0
99030380,-82.13,82.95,0.0,0.00,0.0,0.0,0.0
99081400,-90.00,180.00,0.0,0.00,0.0,0.0,0.0
99132420,-82.13,82.95,0.0,0.00,0.0,0.0,0.0
99183440,-82.13,82.95,0.0,0.00,0.0,0.0,0.0
99234460,-90.00,180.00,0.0,0.00,0.0,0.0,0.0
99285480,-90.00,180.00,0.0,0.00,0.0,0.0,0.0
99336500,-82.13,82.95,0.0,0.00,0.0,0.0,0.0
99387520,-90.00,180.00,0.0,0.00,0.0,0.0,0.0
99438540,-90.00,180.00,0.0,0.00,0.0,0.0,0.0
99489560,-82.13,82.95,0.0,0.00,0.0,0.0,0.0
99540580,-90.00,180.00,0.0,0.00,0.0,0.0,0.0
99591600,-76.11,82.95,0.0,0.00,0.0,0.0,0.0
99642620,-82.13,82.95,0.0,0.00,0.0,0.0,0.0
99693640,-79.12,127.95,0.0,0.00,0.0,0.0,0.0
99744660,-90.00,180.00,0.0,0.00,0.0,0.0,0.0
99795680,-82.13,82.95,0.0,0.00,0.0,0.0,0.0
99846700,-90.00,180.00,0.0,0.00,0.0,0.0,0.0
99897720,-82.13,82.95,0.0,0.00,0.0,0.0,0.0
99948740,-82.13,82.95,0.0,0.00,0.0,0.0,0.0
